,user_id,movie_id,recommendation_rank,module_source
0,1,1524,1,user_profile
1,1,1346,2,user_profile
2,1,1398,3,user_profile
3,1,1428,4,user_profile
4,1,1378,5,user_profile
5,1,1074,6,user_profile
6,1,1321,7,user_profile
7,1,1527,8,user_profile
8,1,772,9,user_profile
9,1,1447,10,user_profile
10,1,1379,11,user_profile
11,1,345,12,user_profile
12,1,170,13,user_profile
13,1,1353,14,user_profile
14,1,1258,15,user_profile
15,1,1209,16,user_profile
16,1,808,17,user_profile
17,1,938,18,user_profile
18,1,1320,19,user_profile
19,1,904,20,user_profile
20,1,1368,21,user_profile
21,1,478,22,user_profile
22,1,1190,23,user_profile
23,1,903,24,user_profile
24,1,842,25,user_profile
25,1,1338,26,user_profile
26,1,919,27,user_profile
27,1,1227,28,user_profile
28,1,721,29,user_profile
29,1,548,30,user_profile
30,1,321,31,user_profile
31,1,873,32,user_profile
32,1,316,33,user_profile
33,1,342,34,user_profile
34,1,1544,35,user_profile
35,1,51,36,user_profile
36,1,1657,37,user_profile
37,1,1284,38,user_profile
38,1,1324,39,user_profile
39,1,1567,40,user_profile
40,1,1021,41,user_profile
41,1,1361,42,user_profile
42,1,467,43,user_profile
43,1,1298,44,user_profile
44,1,253,45,user_profile
45,1,979,46,user_profile
46,1,1589,47,user_profile
47,1,775,48,user_profile
48,1,708,49,user_profile
49,1,86,50,user_profile
50,2,1346,1,user_profile
51,2,1524,2,user_profile
52,2,1398,3,user_profile
53,2,1353,4,user_profile
54,2,1338,5,user_profile
55,2,478,6,user_profile
56,2,1447,7,user_profile
57,2,559,8,user_profile
58,2,51,9,user_profile
59,2,1428,10,user_profile
60,2,1258,11,user_profile
61,2,1284,12,user_profile
62,2,1379,13,user_profile
63,2,262,14,user_profile
64,2,1074,15,user_profile
65,2,467,16,user_profile
66,2,1378,17,user_profile
67,2,253,18,user_profile
68,2,808,19,user_profile
69,2,1368,20,user_profile
70,2,1209,21,user_profile
71,2,1657,22,user_profile
72,2,1082,23,user_profile
73,2,1072,24,user_profile
74,2,548,25,user_profile
75,2,345,26,user_profile
76,2,1324,27,user_profile
77,2,933,28,user_profile
78,2,86,29,user_profile
79,2,1053,30,user_profile
80,2,321,31,user_profile
81,2,43,32,user_profile
82,2,772,33,user_profile
83,2,806,34,user_profile
84,2,903,35,user_profile
85,2,633,36,user_profile
86,2,979,37,user_profile
87,2,1627,38,user_profile
88,2,1637,39,user_profile
89,2,316,40,user_profile
90,2,708,41,user_profile
91,2,476,42,user_profile
92,2,275,43,user_profile
93,2,1058,44,user_profile
94,2,1320,45,user_profile
95,2,1680,46,user_profile
96,2,1429,47,user_profile
97,2,1190,48,user_profile
98,2,817,49,user_profile
99,2,1567,50,user_profile
100,3,1346,1,user_profile
