,user_id,movie_id,recommendation_rank,module_source
0,1,1346,1,content_based
1,1,1379,2,content_based
2,1,1524,3,content_based
3,1,1069,4,content_based
4,1,1398,5,content_based
5,1,1284,6,content_based
6,1,1428,7,content_based
7,1,1074,8,content_based
8,1,806,9,content_based
9,1,772,10,content_based
10,1,1637,11,content_based
11,1,1053,12,content_based
12,1,171,13,content_based
13,1,1338,14,content_based
14,1,1326,15,content_based
15,1,1320,16,content_based
16,1,262,17,content_based
17,1,1491,18,content_based
18,1,321,19,content_based
19,1,130,20,content_based
20,1,1258,21,content_based
21,1,469,22,content_based
22,1,1481,23,content_based
23,1,1447,24,content_based
24,1,1567,25,content_based
25,1,708,26,content_based
26,1,919,27,content_based
27,1,467,28,content_based
28,1,735,29,content_based
29,1,1598,30,content_based
30,1,293,31,content_based
31,1,296,32,content_based
32,1,1544,33,content_based
33,1,559,34,content_based
34,1,1161,35,content_based
35,1,1627,36,content_based
36,1,903,37,content_based
37,1,1324,38,content_based
38,1,724,39,content_based
39,1,1280,40,content_based
40,1,1098,41,content_based
41,1,1528,42,content_based
42,1,1368,43,content_based
43,1,272,44,content_based
44,1,478,45,content_based
45,1,85,46,content_based
46,1,962,47,content_based
47,1,939,48,content_based
48,1,1672,49,content_based
49,1,1490,50,content_based
50,2,1379,1,content_based
51,2,1398,2,content_based
52,2,1284,3,content_based
53,2,1280,4,content_based
54,2,1284,5,content_based
55,2,1258,6,content_based
56,2,1598,7,content_based
57,2,903,8,content_based
58,2,742,9,content_based
59,2,130,10,content_based
60,2,1637,11,content_based
61,2,1346,12,content_based
62,2,321,13,content_based
63,2,1477,14,content_based
64,2,1625,15,content_based
65,2,262,16,content_based
66,2,1428,17,content_based
67,2,1098,18,content_based
68,2,1627,19,content_based
69,2,939,20,content_based
70,2,1069,21,content_based
71,2,1320,22,content_based
72,2,1524,23,content_based
73,2,1491,24,content_based
74,2,1074,25,content_based
75,2,478,26,content_based
76,2,592,27,content_based
77,2,1447,28,content_based
78,2,1651,29,content_based
79,2,987,30,content_based
80,2,325,31,content_based
81,2,1528,32,content_based
82,2,1161,33,content_based
83,2,983,34,content_based
84,2,1544,35,content_based
85,2,296,36,content_based
86,2,735,37,content_based
87,2,270,38,content_based
88,2,866,39,content_based
89,2,1226,40,content_based
90,2,708,41,content_based
91,2,1258,42,content_based
92,2,1598,43,content_based
93,2,1338,44,content_based
94,2,1379,45,content_based
95,2,903,46,content_based
96,2,321,47,content_based
97,2,1637,48,content_based
98,2,256,49,content_based
99,2,1611,50,content_based
100,3,1346,1,content_based
101,3,270,2,content_based
102,3,1284,3,content_based
103,3,1258,4,content_based
104,3,1398,5,content_based
105,3,1524,6,content_based
106,3,1428,7,content_based
107,3,1295,8,content_based
108,3,1074,9,content_based
109,3,293,10,content_based
110,3,1098,11,content_based
111,3,919,12,content_based
112,3,772,13,content_based
113,3,916,14,content_based
114,3,301,15,content_based
115,3,262,16,content_based
116,3,1379,17,content_based
117,3,1320,18,content_based
118,3,1326,19,content_based
119,3,1544,20,content_based
120,3,130,21,content_based
121,3,1589,22,content_based
122,3,1481,23,content_based
123,3,1598,24,content_based
124,3,1226,25,content_based
125,3,348,26,content_based
126,3,806,27,content_based
127,3,1678,28,content_based
128,3,238,29,content_based
129,3,272,30,content_based
130,3,1069,31,content_based
131,3,1280,32,content_based
132,3,1338,33,content_based
133,3,1361,34,content_based
134,3,328,35,content_based
135,3,728,36,content_based
136,3,1058,37,content_based
137,3,1061,38,content_based
138,3,903,39,content_based
139,3,1477,40,content_based
140,3,1625,41,content_based
141,3,866,42,content_based
142,3,761,43,content_based
143,3,296,44,content_based
144,3,267,45,content_based
145,3,1528,46,content_based
146,3,1637,47,content_based
147,3,708,48,content_based
148,3,1399,49,content_based
149,3,1335,50,content_based
150,4,257,1,content_based
151,4,293,2,content_based
152,4,1280,3,content_based
153,4,1598,4,content_based
154,4,1477,5,content_based
155,4,1625,6,content_based
156,4,270,7,content_based
157,4,1016,8,content_based
158,4,1399,9,content_based
